Preferred_Name	Name	Source
12932047	EBT00000041475	Ensembl Transcript ID
12931399	ECK1962	Synonym
12931399	b1964	Synonym
12931399	b1965	Synonym
12931399	b1966	Synonym
12931399	JW5319	Synonym
12931399	JW1948	Synonym
12931399	JW1949	Synonym
12931399	yedS_1	Gene Name
12931399	yedS_2	Gene Name
12931399	yedS_3	Gene Name
12931399	2847763	Entrez Gene ID
12931399	12931399	Entrez Gene ID
12931399	EBT00000041409	Ensembl Transcript ID
12931399	EBT00000041355	Ensembl Transcript ID
12931399	EBT00000041328	Ensembl Transcript ID
12931399	EBT00000041391	Ensembl Transcript ID
12931405	ECK1975	Synonym
12931405	b1979	Synonym
12931405	b1980	Synonym
12931405	JW5325	Synonym
12931405	JW1961	Synonym
12931405	yeeL_2	Gene Name
12931405	yeeL_1	Gene Name
12931405	2847764	Entrez Gene ID
12931405	12931405	Entrez Gene ID
12931405	EBT00000041583	Ensembl Transcript ID
12931405	EBT00000041526	Ensembl Transcript ID
12931405	EBT00000041586	Ensembl Transcript ID
12932359	ECK2025	Synonym
12932359	b2031	Synonym
12932359	b4540	Synonym
12932359	JW2016	Synonym
12932359	JW2012	Synonym
12932359	wbbL_1	Gene Name
12932359	wbbL_2	Gene Name
12932359	946577	Entrez Gene ID
12932359	12932359	Entrez Gene ID
12932359	EBT00000041394	Ensembl Transcript ID
12932359	EBT00000041418	Ensembl Transcript ID
12932359	EBT00000041340	Ensembl Transcript ID
946629	ECK2083	Synonym
946629	b2087	Synonym
946629	b2090	Synonym
946629	JW5340	Synonym
946629	JW2074	Synonym
946629	gatR_1	Gene Name
946629	gatR_2	Gene Name
946629	946629	Entrez Gene ID
946629	EBT00000041406	Ensembl Transcript ID
946629	EBT00000041379	Ensembl Transcript ID
946629	EBT00000041451	Ensembl Transcript ID
12930181	ECK2108	Synonym
12930181	b2115	Synonym
12930181	b2116	Synonym
12930181	b2117	Synonym
12930181	JW2102	Synonym
12930181	JW5915	Synonym
12930181	JW5916	Synonym
12930181	molR_1	Gene Name
12930181	molR_2	Gene Name
12930181	molR_3	Gene Name
12930181	12930181	Entrez Gene ID
12930181	EBT00000041415	Ensembl Transcript ID
12930181	EBT00000041397	Ensembl Transcript ID
12930181	EBT00000041460	Ensembl Transcript ID
12930181	EBT00000041358	Ensembl Transcript ID
12932515	ECK2220	Synonym
12932515	b2227	Synonym
12932515	b2228	Synonym
12932515	JW2221	Synonym
12932515	JW2222	Synonym
12932515	yfaS_2	Gene Name
12932515	yfaS_1	Gene Name
12932515	1450231	Entrez Gene ID
12932515	12932515	Entrez Gene ID
12932515	EBT00000041562	Ensembl Transcript ID
12932515	EBT00000041544	Ensembl Transcript ID
12932515	EBT00000041322	Ensembl Transcript ID
12933612	ECK3760	Synonym
12933612	b3767	Synonym
12933612	b3768	Synonym
12933612	JW3740	Synonym
12933612	JW3741	Synonym
12933612	ilvG_1	Gene Name
12933612	ilvG_2	Gene Name
12933612	2847699	Entrez Gene ID
12933612	12933612	Entrez Gene ID
12933612	EBT00000041493	Ensembl Transcript ID
12933612	EBT00000041490	Ensembl Transcript ID
12933612	EBT00000041508	Ensembl Transcript ID
12932466	ECK4266	Synonym
12932466	b4275	Synonym
12932466	b4276	Synonym
12932466	b4560	Synonym
12932466	JW4234	Synonym
12932466	JW5764	Synonym
12932466	JW5763	Synonym
12932466	yjgX_2	Gene Name
12932466	yjgX_1	Gene Name
12932466	yjgX_3	Gene Name
12932466	4056033	Entrez Gene ID
12932466	12932466	Entrez Gene ID
12932466	EBT00000041310	Ensembl Transcript ID
12932466	EBT00000041580	Ensembl Transcript ID
12932466	EBT00000041445	Ensembl Transcript ID
12932466	EBT00000041541	Ensembl Transcript ID
12931191	ECK1425	Synonym
12931191	b4530	Synonym
12931191	b4531	Synonym
12931191	JW5227	Synonym
12931191	JW5961	Synonym
12931191	yncK_1	Gene Name
12931191	yncK_2	Gene Name
12931191	12931191	Entrez Gene ID
12931191	EBT00000041523	Ensembl Transcript ID
12931191	EBT00000041433	Ensembl Transcript ID
12931191	EBT00000041430	Ensembl Transcript ID
12931650	ECK0614	Synonym
12931650	b0621	Synonym
12931650	JW0616	Synonym
12931650	JW0613	Synonym
12931650	dcuC	Gene Name
12931650	945000	Entrez Gene ID
12931650	12931650	Entrez Gene ID
12931650	AAC73722	Ensembl Transcript ID
12931650	BAA35263	Ensembl Transcript ID
12931650	BAA35264	Ensembl Transcript ID
12931650	P0ABP3	Uniprot ID
12931650	DCUC_ECOLI	Synonym
12933990	ECK2087	Synonym
12933990	b2094	Synonym
12933990	JW2081	Synonym
12933990	JW2078	Synonym
12933990	gatA	Gene Name
12933990	946633	Entrez Gene ID
12933990	12933990	Entrez Gene ID
12933990	AAC75155	Ensembl Transcript ID
12933990	BAA15957	Ensembl Transcript ID
12933990	BAA15964	Ensembl Transcript ID
12933990	P69828	Uniprot ID
12933990	PTKA_ECOLI	Synonym
948993	ECK2211	Synonym
948993	b2218	Synonym
948993	JW5920	Synonym
948993	JW5917	Synonym
948993	rcsC	Gene Name
948993	948993	Entrez Gene ID
948993	AAC75278	Ensembl Transcript ID
948993	BAA16001	Ensembl Transcript ID
948993	BAA16014	Ensembl Transcript ID
948993	P0DMC5	Uniprot ID
948993	RCSC_ECOLI	Synonym
12933602	ECK3702	Synonym
12933602	b3709	Synonym
12933602	JW5622	Synonym
12933602	JW5619	Synonym
12933602	tnaB	Gene Name
12933602	948220	Entrez Gene ID
12933602	12933602	Entrez Gene ID
12933602	AAC76732	Ensembl Transcript ID
12933602	BAE77581	Ensembl Transcript ID
12933602	BAE77583	Ensembl Transcript ID
12933602	P23173	Uniprot ID
12933602	TNAB_ECOLI	Synonym
12931139	ECK1270	Synonym
12931139	b4523	Synonym
12931139	JW5198	Synonym
12931139	JW5199	Synonym
12931139	yciX	Gene Name
12931139	1450257	Entrez Gene ID
12931139	12931139	Entrez Gene ID
12931139	ABD18656	Ensembl Transcript ID
12931139	EBT00000041496	Ensembl Transcript ID
12931139	EBT00000041520	Ensembl Transcript ID
12931139	EBT00000041373	Ensembl Transcript ID
12931139	P58094	Uniprot ID
12931139	YCIX_ECOLI	Synonym
12932467	ECK1572	Synonym
12932467	b1578	Synonym
12932467	JW1570	Synonym
12932467	insD	Gene Name
12932467	12932813	Entrez Gene ID
12932467	12931073	Entrez Gene ID
12932467	12934487	Entrez Gene ID
12932467	12934022	Entrez Gene ID
12932467	12931825	Entrez Gene ID
12932467	12933215	Entrez Gene ID
12932467	12932862	Entrez Gene ID
12932467	12933320	Entrez Gene ID
12932467	12933388	Entrez Gene ID
12932467	12933179	Entrez Gene ID
12932467	12932467	Entrez Gene ID
12932467	BAE76142	Ensembl Transcript ID
12932467	BAE76370	Ensembl Transcript ID
12932467	BAA22515	Ensembl Transcript ID
12932467	BAA15010	Ensembl Transcript ID
12932467	BAA15283	Ensembl Transcript ID
12932467	BAA15819	Ensembl Transcript ID
12932467	BAA16002	Ensembl Transcript ID
12932467	BAE76927	Ensembl Transcript ID
12932467	BAA16573	Ensembl Transcript ID
12932467	BAE77577	Ensembl Transcript ID
12932467	BAE78269	Ensembl Transcript ID
12932467	P0CF60	Uniprot ID
12932467	INSD8_ECOLI	Synonym
12932086	ECK4157	Synonym
12932086	b4161	Synonym
12932086	JW4122	Synonym
12932086	rsgA	Gene Name
12932086	948674	Entrez Gene ID
12932086	12932086	Entrez Gene ID
12932086	AAC77121	Ensembl Transcript ID
12932086	BAE78165	Ensembl Transcript ID
12932086	P39286	Uniprot ID
12932086	RSGA_ECOLI	Synonym
12934013	ECK1904	Synonym
12934013	b1905	Synonym
12934013	JW1893	Synonym
12934013	ftnA	Gene Name
12934013	946410	Entrez Gene ID
12934013	12934013	Entrez Gene ID
12934013	AAC74975	Ensembl Transcript ID
12934013	BAA15728	Ensembl Transcript ID
12934013	P0A998	Uniprot ID
12934013	FTNA_ECOLI	Synonym
12931462	ECK2132	Synonym
12931462	b2139	Synonym
12931462	JW5358	Synonym
12931462	yohH	Gene Name
12931462	12931462	Entrez Gene ID
12931462	BAE76616	Ensembl Transcript ID
12931462	P33369	Uniprot ID
12931462	MDTQ_ECOLI	Synonym
12931461	ECK2131	Synonym
12931461	b2138	Synonym
12931461	JW5838	Synonym
12931461	mdtQ	Gene Name
12931461	949123	Entrez Gene ID
12931461	12931461	Entrez Gene ID
12934342	ECK0500	Synonym
12934342	b0507	Synonym
12934342	JW0495	Synonym
12934342	gcl	Gene Name
12934342	945394	Entrez Gene ID
12934342	12934342	Entrez Gene ID
12934342	AAC73609	Ensembl Transcript ID
12934342	BAE76285	Ensembl Transcript ID
12934342	P0AEP7	Uniprot ID
12934342	GCL_ECOLI	Synonym
12931754	ECK2755	Synonym
12931754	b2760	Synonym
12931754	JW2730	Synonym
12931754	casA	Gene Name
12931754	947222	Entrez Gene ID
12931754	12931754	Entrez Gene ID
12931754	AAC75802	Ensembl Transcript ID
12931754	BAE76837	Ensembl Transcript ID
12931754	Q46901	Uniprot ID
12931754	CSE1_ECOLI	Synonym
12932390	ECK1415	Synonym
12932390	b1421	Synonym
12932390	JW1417	Synonym
12932390	trg	Gene Name
12932390	945995	Entrez Gene ID
12932390	12932390	Entrez Gene ID
12932390	AAC74503	Ensembl Transcript ID
12932390	BAA15044	Ensembl Transcript ID
12932390	P05704	Uniprot ID
12932390	MCP3_ECOLI	Synonym
12930260	ECK3045	Synonym
12930260	b3055	Synonym
12930260	JW3027	Synonym
12930260	ygiM	Gene Name
12930260	947555	Entrez Gene ID
12930260	12930260	Entrez Gene ID
12930260	AAC76091	Ensembl Transcript ID
12930260	BAE77106	Ensembl Transcript ID
12930260	P0ADT8	Uniprot ID
12930260	YGIM_ECOLI	Synonym
12933865	ECK1144	Synonym
12933865	b1158	Synonym
12933865	JW1144	Synonym
12933865	pinE	Gene Name
12933865	945721	Entrez Gene ID
12933865	12933865	Entrez Gene ID
12933865	AAC74242	Ensembl Transcript ID
12933865	BAA35994	Ensembl Transcript ID
12933865	P03014	Uniprot ID
12933865	PINE_ECOLI	Synonym
12932300	ECK3309	Synonym
12932300	b3322	Synonym
12932300	JW3284	Synonym
12932300	gspB	Gene Name
12932300	947826	Entrez Gene ID
12932300	12932300	Entrez Gene ID
12932300	AAC76347	Ensembl Transcript ID
12932300	BAE77969	Ensembl Transcript ID
12932300	P03825	Uniprot ID
12932300	GSPB_ECOLI	Synonym
12932916	ECK0676	Synonym
12932916	b0688	Synonym
12932916	JW0675	Synonym
12932916	pgm	Gene Name
12932916	945271	Entrez Gene ID
12932916	12932916	Entrez Gene ID
12932916	AAC73782	Ensembl Transcript ID
12932916	BAA35337	Ensembl Transcript ID
12932916	P36938	Uniprot ID
12932916	PGM_ECOLI	Synonym
12934300	ECK3602	Synonym
12934300	b3612	Synonym
12934300	JW3587	Synonym
12934300	gpmM	Gene Name
12934300	948130	Entrez Gene ID
12934300	12934300	Entrez Gene ID
12934300	AAC76636	Ensembl Transcript ID
12934300	BAE77680	Ensembl Transcript ID
12934300	P37689	Uniprot ID
12934300	GPMI_ECOLI	Synonym
1450238	ECK0295	Synonym
1450238	b4506	Synonym
1450238	JW5034	Synonym
1450238	ykgO	Gene Name
1450238	1450238	Entrez Gene ID
1450238	ABD18636	Ensembl Transcript ID
1450238	BAE76080	Ensembl Transcript ID
1450238	Q2EEQ2	Uniprot ID
1450238	RL362_ECOLI	Synonym
944960	ECK0296	Synonym
944960	b0296	Synonym
944960	JW5035	Synonym
944960	ykgM	Gene Name
944960	944960	Entrez Gene ID
944960	AAC73399	Ensembl Transcript ID
944960	BAE76081	Ensembl Transcript ID
944960	P0A7N1	Uniprot ID
944960	RL31B_ECOLI	Synonym
12930219	ECK2650	Synonym
12930219	b4462	Synonym
12930219	JW2631	Synonym
12930219	ygaQ_2	Gene Name
12930219	12930219	Entrez Gene ID
12930219	BAE76777	Ensembl Transcript ID
12930219	BAA16517	Ensembl Transcript ID
12930219	BAE76778	Ensembl Transcript ID
12930219	P76616	Uniprot ID
12930219	YGAQ_ECOLI	Synonym
12934264	ECK3734	Synonym
12934264	b3741	Synonym
12934264	JW3719	Synonym
12934264	mnmG	Gene Name
12934264	948248	Entrez Gene ID
12934264	12934264	Entrez Gene ID
12934264	AAC76764	Ensembl Transcript ID
12934264	BAE77547	Ensembl Transcript ID
12934264	P0A6U3	Uniprot ID
12934264	MNMG_ECOLI	Synonym
12930983	ECK0806	Synonym
12930983	b4416	Synonym
12930983	JWR0226	Synonym
12930983	rybA	Gene Name
12930983	14678509	Entrez Gene ID
12930983	12930983	Entrez Gene ID
agrA	ECK4569	Synonym
agrA	b4712	Synonym
agrA	agrA	Gene Name
agrB	ECK4570	Synonym
agrB	b4713	Synonym
agrB	agrB	Gene Name
14678511	ECK4519	Synonym
14678511	b4707	Synonym
14678511	esrE	Gene Name
14678511	14678511	Entrez Gene ID
5061500	ECK4396	Synonym
5061500	b4585	Synonym
5061500	micM	Gene Name
5061500	5061500	Entrez Gene ID
5061508	ECK4407	Synonym
5061508	b4597	Synonym
5061508	rydC	Gene Name
5061508	5061508	Entrez Gene ID
5061518	ECK4417	Synonym
5061518	b4608	Synonym
5061518	ohsC	Gene Name
5061518	5061518	Entrez Gene ID
5061506	ECK4418	Synonym
5061506	b4609	Synonym
5061506	ryfD	Gene Name
5061506	5061506	Entrez Gene ID
5061520	ECK4420	Synonym
5061520	b4611	Synonym
5061520	sibE	Gene Name
5061520	5061520	Entrez Gene ID
5061532	ECK4431	Synonym
5061532	b4624	Synonym
5061532	ryjB	Gene Name
5061532	5061532	Entrez Gene ID
5061533	ECK4432	Synonym
5061533	b4625	Synonym
5061533	symR	Gene Name
5061533	5061533	Entrez Gene ID
7751631	ECK4506	Synonym
7751631	b4690	Synonym
7751631	eyeA	Gene Name
7751631	7751631	Entrez Gene ID
7751646	ECK4505	Synonym
7751646	b4691	Synonym
7751646	sroH	Gene Name
7751646	7751646	Entrez Gene ID
8764967	ECK4510	Synonym
8764967	b4698	Synonym
8764967	mgrR	Gene Name
8764967	8764967	Entrez Gene ID
8764968	ECK4511	Synonym
8764968	b4699	Synonym
8764968	fnrS	Gene Name
8764968	8764968	Entrez Gene ID
8764970	ECK4514	Synonym
8764970	b4701	Synonym
8764970	sokX	Gene Name
8764970	8764970	Entrez Gene ID
11115378	ECK4516	Synonym
11115378	b4704	Synonym
11115378	arrS	Gene Name
11115378	11115378	Entrez Gene ID
12930211	ECK2554	Synonym
12930211	b4441	Synonym
12930211	JWR0245	Synonym
12930211	glmY	Gene Name
12930211	2847700	Entrez Gene ID
12930211	12930211	Entrez Gene ID
12930217	ECK2617	Synonym
12930217	b2621	Synonym
12930217	JWR0055	Synonym
12930217	ssrA	Gene Name
12930217	945053	Entrez Gene ID
12930217	12930217	Entrez Gene ID
12930463	ECK1686	Synonym
12930463	b4431	Synonym
12930463	JWR0203	Synonym
12930463	rprA	Gene Name
12930463	2847671	Entrez Gene ID
12930463	12930463	Entrez Gene ID
12930624	ECK2069	Synonym
12930624	b4437	Synonym
12930624	JWR0242	Synonym
12930624	sibB	Gene Name
12930624	2847674	Entrez Gene ID
12930624	12930624	Entrez Gene ID
12930631	ECK3426	Synonym
12930631	b4451	Synonym
12930631	JWR0219	Synonym
12930631	ryhB	Gene Name
12930631	2847761	Entrez Gene ID
12930631	12930631	Entrez Gene ID
12931125	ECK1223	Synonym
12931125	b4425	Synonym
12931125	JWR0232	Synonym
12931125	rttR	Gene Name
12931125	2847683	Entrez Gene ID
12931125	12931125	Entrez Gene ID
12931253	ECK1568	Synonym
12931253	b1574	Synonym
12931253	JWR0030	Synonym
12931253	dicF	Gene Name
12931253	946140	Entrez Gene ID
12931253	12931253	Entrez Gene ID
12931599	ECK2518	Synonym
12931599	b4440	Synonym
12931599	JWR0244	Synonym
12931599	ryfA	Gene Name
12931599	2847714	Entrez Gene ID
12931599	12931599	Entrez Gene ID
12931671	ECK1992	Synonym
12931671	b4435	Synonym
12931671	JWR0240	Synonym
12931671	isrC	Gene Name
12931671	2847691	Entrez Gene ID
12931671	12931671	Entrez Gene ID
12931675	ECK0449	Synonym
12931675	b0455	Synonym
12931675	JWR0009	Synonym
12931675	ffs	Gene Name
12931675	944909	Entrez Gene ID
12931675	12931675	Entrez Gene ID
12931775	ECK3795	Synonym
12931775	b4456	Synonym
12931775	JWR0257	Synonym
12931775	glmZ	Gene Name
12931775	2847678	Entrez Gene ID
12931775	12931775	Entrez Gene ID
12931777	ECK2068	Synonym
12931777	b4436	Synonym
12931777	JWR0241	Synonym
12931777	sibA	Gene Name
12931777	2847673	Entrez Gene ID
12931777	12931777	Entrez Gene ID
12932033	ECK1073	Synonym
12932033	b4418	Synonym
12932033	JWR0228	Synonym
12932033	sraB	Gene Name
12932033	2847755	Entrez Gene ID
12932033	12932033	Entrez Gene ID
12932056	ECK1952	Synonym
12932056	b1954	Synonym
12932056	JWR0036	Synonym
12932056	dsrA	Gene Name
12932056	946470	Entrez Gene ID
12932056	12932056	Entrez Gene ID
12932127	ECK2804	Synonym
12932127	b4443	Synonym
12932127	JWR0247	Synonym
12932127	gcvB	Gene Name
12932127	2847720	Entrez Gene ID
12932127	12932127	Entrez Gene ID
12932176	ECK2908	Synonym
12932176	b4446	Synonym
12932176	JWR0250	Synonym
12932176	sibC	Gene Name
12932176	2847749	Entrez Gene ID
12932176	12932176	Entrez Gene ID
12932241	ECK3952	Synonym
12932241	b4458	Synonym
12932241	JWR0098	Synonym
12932241	oxyS	Gene Name
12932241	2847701	Entrez Gene ID
12932241	12932241	Entrez Gene ID
12932335	ECK1207	Synonym
12932335	b4422	Synonym
12932335	JWR0230	Synonym
12932335	rdlB	Gene Name
12932335	2847770	Entrez Gene ID
12932335	12932335	Entrez Gene ID
12932541	ECK1336	Synonym
12932541	b4426	Synonym
12932541	JWR0233	Synonym
12932541	mcaS	Gene Name
12932541	2847751	Entrez Gene ID
12932541	12932541	Entrez Gene ID
12932553	ECK1902	Synonym
12932553	b4434	Synonym
12932553	JWR0239	Synonym
12932553	isrB	Gene Name
12932553	12932553	Entrez Gene ID
12932587	ECK1205	Synonym
12932587	b4420	Synonym
12932587	JWR0229	Synonym
12932587	rdlA	Gene Name
12932587	2847734	Entrez Gene ID
12932587	12932587	Entrez Gene ID
12932659	ECK2833	Synonym
12932659	b4444	Synonym
12932659	JWR0248	Synonym
12932659	omrA	Gene Name
12932659	2847746	Entrez Gene ID
12932659	12932659	Entrez Gene ID
12932852	ECK0019	Synonym
12932852	b4413	Synonym
12932852	JWR0224	Synonym
12932852	sokC	Gene Name
12932852	2847745	Entrez Gene ID
12932852	12932852	Entrez Gene ID
12932926	ECK2208	Synonym
12932926	b4439	Synonym
12932926	JWR0043	Synonym
12932926	micF	Gene Name
12932926	2847742	Entrez Gene ID
12932926	12932926	Entrez Gene ID
12933047	ECK4056	Synonym
12933047	b4459	Synonym
12933047	JWR0258	Synonym
12933047	ryjA	Gene Name
12933047	2847753	Entrez Gene ID
12933047	12933047	Entrez Gene ID
12933057	ECK0071	Synonym
12933057	b4577	Synonym
12933057	JWR0259	Synonym
12933057	sgrS	Gene Name
12933057	4056038	Entrez Gene ID
12933057	12933057	Entrez Gene ID
12933151	ECK1414	Synonym
12933151	b4429	Synonym
12933151	JWR0235	Synonym
12933151	sokB	Gene Name
12933151	2847728	Entrez Gene ID
12933151	12933151	Entrez Gene ID
12933337	ECK2906	Synonym
12933337	b2911	Synonym
12933337	JWR0067	Synonym
12933337	ssrS	Gene Name
12933337	947405	Entrez Gene ID
12933337	12933337	Entrez Gene ID
12933394	ECK3041	Synonym
12933394	b4447	Synonym
12933394	JWR0251	Synonym
12933394	sibD	Gene Name
12933394	2847684	Entrez Gene ID
12933394	12933394	Entrez Gene ID
12933410	ECK3078	Synonym
12933410	b4448	Synonym
12933410	JWR0252	Synonym
12933410	sraF	Gene Name
12933410	12933410	Entrez Gene ID
12933431	ECK3199	Synonym
12933431	b4450	Synonym
12933431	JWR0254	Synonym
12933431	arcZ	Gene Name
12933431	2847690	Entrez Gene ID
12933431	12933431	Entrez Gene ID
12933438	ECK3153	Synonym
12933438	b4449	Synonym
12933438	JWR0253	Synonym
12933438	psrO	Gene Name
12933438	2847685	Entrez Gene ID
12933438	12933438	Entrez Gene ID
12933529	ECK3500	Synonym
12933529	b4452	Synonym
12933529	JWR0255	Synonym
12933529	gadY	Gene Name
12933529	2847729	Entrez Gene ID
12933529	12933529	Entrez Gene ID
12933536	ECK3525	Synonym
12933536	b4454	Synonym
12933536	JWR0256	Synonym
12933536	rdlD	Gene Name
12933536	2847731	Entrez Gene ID
12933536	12933536	Entrez Gene ID
12933630	ECK3856	Synonym
12933630	b3864	Synonym
12933630	JWR0097	Synonym
12933630	spf	Gene Name
12933630	948354	Entrez Gene ID
12933630	12933630	Entrez Gene ID
12933632	ECK3858	Synonym
12933632	b4457	Synonym
12933632	JWR0214	Synonym
12933632	csrC	Gene Name
12933632	2847776	Entrez Gene ID
12933632	12933632	Entrez Gene ID
12933839	ECK0837	Synonym
12933839	b4417	Synonym
12933839	JWR0227	Synonym
12933839	rybB	Gene Name
12933839	2847774	Entrez Gene ID
12933839	12933839	Entrez Gene ID
12933883	ECK1373	Synonym
12933883	b4427	Synonym
12933883	JWR0234	Synonym
12933883	micC	Gene Name
12933883	2847713	Entrez Gene ID
12933883	12933883	Entrez Gene ID
12934070	ECK0167	Synonym
12934070	b4414	Synonym
12934070	JWR0225	Synonym
12934070	tff	Gene Name
12934070	2847773	Entrez Gene ID
12934070	12934070	Entrez Gene ID
12934163	ECK1838	Synonym
12934163	b4432	Synonym
12934163	JWR0237	Synonym
12934163	ryeA	Gene Name
12934163	2847771	Entrez Gene ID
12934163	12934163	Entrez Gene ID
12934175	ECK1209	Synonym
12934175	b4424	Synonym
12934175	JWR0231	Synonym
12934175	rdlC	Gene Name
12934175	2847680	Entrez Gene ID
12934175	12934175	Entrez Gene ID
12934183	ECK1839	Synonym
12934183	b4433	Synonym
12934183	JWR0238	Synonym
12934183	sdsR	Gene Name
12934183	2847772	Entrez Gene ID
12934183	12934183	Entrez Gene ID
12934187	ECK2682	Synonym
12934187	b4442	Synonym
12934187	JWR0246	Synonym
12934187	micA	Gene Name
12934187	2847697	Entrez Gene ID
12934187	12934187	Entrez Gene ID
12934217	ECK2834	Synonym
12934217	b4445	Synonym
12934217	JWR0249	Synonym
12934217	omrB	Gene Name
12934217	2847747	Entrez Gene ID
12934217	12934217	Entrez Gene ID
12934242	ECK1681	Synonym
12934242	b4430	Synonym
12934242	JWR0236	Synonym
12934242	rydB	Gene Name
12934242	2847670	Entrez Gene ID
12934242	12934242	Entrez Gene ID
12934293	ECK2787	Synonym
12934293	b4408	Synonym
12934293	JWR0062	Synonym
12934293	csrB	Gene Name
12934293	2847719	Entrez Gene ID
12934293	12934293	Entrez Gene ID
12934515	ECK2078	Synonym
12934515	b4438	Synonym
12934515	JWR0243	Synonym
12934515	cyaR	Gene Name
12934515	2847769	Entrez Gene ID
12934515	12934515	Entrez Gene ID
12933323	ECK2860	Synonym
12933323	b2864	Synonym
12933323	JWR0066	Synonym
12933323	glyU	Gene Name
12933323	947343	Entrez Gene ID
12933323	12933323	Entrez Gene ID
12933323	EBG00000041632	Ensembl Transcript ID
12930925	ECK0661	Synonym
12930925	b0673	Synonym
12930925	JWR0017	Synonym
12930925	metT	Gene Name
12930925	945280	Entrez Gene ID
12930925	12930925	Entrez Gene ID
12930925	EBG00000041633	Ensembl Transcript ID
12930194	ECK2391	Synonym
12930194	b2397	Synonym
12930194	JWR0045	Synonym
12930194	alaW	Gene Name
12930194	946860	Entrez Gene ID
12930194	12930194	Entrez Gene ID
12930194	EBG00000041634	Ensembl Transcript ID
12930754	ECK0204	Synonym
12930754	b0204	Synonym
12930754	JWR0004	Synonym
12930754	rrlH	Gene Name
12930754	944900	Entrez Gene ID
12930754	12930754	Entrez Gene ID
12930754	EBG00000041635	Ensembl Transcript ID
12932084	ECK4159	Synonym
12932084	b4163	Synonym
12932084	JWR0112	Synonym
12932084	glyV	Gene Name
12932084	948682	Entrez Gene ID
12932084	12932084	Entrez Gene ID
12932084	EBG00000041636	Ensembl Transcript ID
12933695	ECK4128	Synonym
12933695	b4134	Synonym
12933695	JWR0111	Synonym
12933695	pheU	Gene Name
12933695	948651	Entrez Gene ID
12933695	12933695	Entrez Gene ID
